profile_pic,biography,follows_count,followed_by_count,ff_ratio,media_count,is_private,is_verified,is_business_account,is_joined_recently,highlight_reel_count,connected_fb_page,average_likes,max_likes,min_likes,std_likes,var_likes,skw_likes,average_comments,max_comments,min_comments,std_comments,var_comments,skw_comments,mean_time_between_posts,max_time_between_posts,min_time_between_posts,std_time_between_posts,var_time_between_posts,skw_time_between_posts,real_account
True,True,212,13172,61.840375586854464,22,False,False,False,False,1,False,743.8695652173913,2096.0,126.0,608.6958715414625,370510.66403162054,0.6849333473068182,46.391304347826086,596.0,0.0,121.7948122236123,14833.976284584978,4.245477429510957,10343890.681818182,107595314.0,81590.0,23052496.1905574,531417580615663.44,3.658709310781177,True
True,True,396,425,1.070528967254408,230,False,False,False,False,1,False,76.32,159.0,44.0,23.916033673388792,571.9766666666667,1.666261038543742,3.28,47.0,0.0,9.235438989746688,85.29333333333334,4.492219061641468,2006796.625,13401498.0,686.0,3470202.7767124204,12042307311502.592,2.0392541043346637,True
True,True,281,2734,9.695035460992909,162,False,False,False,False,11,False,397.8,1030.0,72.0,288.1602563389569,83036.33333333334,0.7376303955744734,5.12,15.0,0.0,4.833218389437829,23.36,0.6369714300164546,757543.4166666666,2572734.0,153846.0,622924.5507309028,388034995903.2971,1.4555806470268875,True
True,True,2629,254269,96.68022813688214,8308,False,False,True,False,14,False,1244.72,5255.0,163.0,991.0602706192999,982200.46,2.7396796519604223,10.4,31.0,0.0,8.371578903249574,70.08333333333334,0.8971839494779493,33774.666666666664,86706.0,6798.0,23806.798670286105,566763662.9275362,0.6767041512731544,True
True,True,1591,12650515,7946.303391959799,7725,False,True,True,False,16,False,136368.08,403456.0,36536.0,86877.97438021906,7547782432.410001,1.7727869774480012,725.76,2165.0,102.0,532.3212751713011,283365.94,0.9118664364779708,54029.375,129548.0,23389.0,24639.127172239332,607086587.8097826,1.628886851704758,True
True,False,731,616,0.8415300546448088,206,True,False,False,False,0,False,,,,,,,,,,,,,,,,,,,True
True,False,304,316,1.0360655737704918,868,False,False,False,False,0,False,,,,,,,,,,,,,,,,,,,True
True,True,386,325,0.8397932816537468,12,False,False,True,False,1,False,37.833333333333336,64.0,15.0,14.726805080491419,216.87878787878788,0.24713141452774318,0.4166666666666667,2.0,0.0,0.7929614610987591,0.6287878787878788,1.4256129189022437,44037.90909090909,143716.0,564.0,48792.317613441046,2380690258.090909,0.8962801717545783,True
True,False,620,384,0.6183574879227053,302,True,False,False,False,0,False,,,,,,,,,,,,,,,,,,,True
True,True,265,137124,515.5037593984962,9041,False,False,True,False,2,False,1384.0,4049.0,370.0,1064.4170157101648,1132983.5833333333,1.1859771636274576,3.44,15.0,0.0,4.203966381089808,17.673333333333336,1.515046517130993,11557.458333333334,48386.0,5634.0,12000.586315311093,144014071.91123188,2.310047600190961,True
True,True,779,2386,3.0589743589743588,683,False,False,False,False,13,False,152.68,274.0,53.0,61.53164497503162,3786.1433333333334,0.054746160876995964,13.88,57.0,0.0,13.004230081015946,169.10999999999999,1.599171423905877,768081.9583333334,3083599.0,63615.0,678195.6929486073,459949397934.0416,1.6598768620905124,True
True,True,4577,1697,0.3706858890345129,629,False,False,False,False,9,False,41.8,67.0,26.0,11.718930554164631,137.33333333333334,0.8668681983185019,1.2,5.0,0.0,1.4719601443879744,2.1666666666666665,1.1680706055127423,309375.5416666667,849006.0,33635.0,234290.77398933133,54892166776.51993,0.9682940977787894,True
True,False,335,544,1.619047619047619,182,False,False,False,False,1,False,67.12,132.0,27.0,21.463767920226246,460.6933333333333,0.9415118293945389,1.32,5.0,0.0,1.7009801096230763,2.893333333333333,1.2487588549319593,1501074.0833333333,13815346.0,63.0,3274101.5449100574,10719740926382.426,2.832821726761418,True
True,True,185,86137,463.10215053763443,464,False,False,False,False,5,False,,,,,,,,,,,,,,,,,,,True
True,True,1133,4169118,3676.4708994708994,413,False,True,True,False,8,False,324877.44,725702.0,63575.0,199579.67800419126,39832047872.25667,0.3081062235840856,6911.24,18892.0,1726.0,5353.705253373592,28662159.94,1.02443463489846,719902.9583333334,2658995.0,1070.0,688749.0453793103,474375247510.9112,1.1979474105674512,True
True,True,370,536,1.4447439353099731,28,False,False,False,False,2,False,76.88,160.0,21.0,45.98760702624132,2114.86,0.5027447098613457,3.52,16.0,0.0,4.331281565541543,18.76,1.537178005447178,5918000.708333333,18149984.0,353652.0,4913989.959061307,24147297317755.348,1.0441325127005834,True
True,False,3504,1516,0.43252496433666193,306,False,False,True,False,5,False,,,,,,,,,,,,,,,,,,,True
True,True,1035,659,0.6361003861003861,187,False,False,False,False,1,False,104.12,187.0,53.0,30.494972263199934,929.9433333333333,0.8405275828105568,9.52,38.0,0.0,9.613878856458857,92.42666666666666,1.3564490582890913,2192021.625,8496096.0,131566.0,2339440.5760597666,5472982208914.854,1.3656535331577757,True
True,False,588,201,0.34125636672325976,147,True,False,False,False,0,False,,,,,,,,,,,,,,,,,,,True
True,True,282,20002,70.67844522968198,156,False,False,False,False,0,False,2034.56,6153.0,974.0,1200.757645544401,1441818.9233333333,1.8974627660560905,56.12,173.0,9.0,39.28243882449255,1543.11,1.3024240668435032,622372.8333333334,1657809.0,93142.0,409561.04412584123,167740248865.44928,1.2381918820044224,True
True,True,491,464,0.943089430894309,29,True,False,False,False,0,False,,,,,,,,,,,,,,,,,,,True
True,True,892,986,1.1041433370660694,196,True,False,False,False,0,False,,,,,,,,,,,,,,,,,,,True
True,True,990,1958,1.975782038345106,659,False,False,True,False,2,False,107.84,203.0,44.0,40.58497258838547,1647.1399999999999,0.647495157198926,3.88,10.0,1.0,2.5219040425836985,6.36,1.044615908726533,544266.4583333334,2761149.0,23238.0,564882.4366687884,319092167256.86774,2.6748796462933484,True
True,False,1216,510,0.419063270336894,19,False,False,False,False,0,False,41.26315789473684,68.0,22.0,13.194452139117486,174.093567251462,0.7283660068364441,1.5263157894736843,5.0,0.0,1.6113631583445662,2.5964912280701755,0.6471214126962248,2965349.6666666665,7450912.0,76257.0,2505852.4001756134,6279296251465.883,0.4902121469345833,True
True,True,855,20308,23.72429906542056,569,False,False,False,False,8,False,963.04,1917.0,406.0,353.8578433966574,125215.37333333334,1.0546264311243403,39.84,107.0,13.0,21.62691224685885,467.72333333333336,1.5785272683007616,222938.25,715857.0,62777.0,170846.9432397594,29188678014.369564,1.2732224754430244,True
True,True,1168,1547,1.3233532934131738,189,False,False,False,False,17,False,,,,,,,,,,,,,,,,,,,True
True,True,995,1893,1.9006024096385543,255,False,False,True,False,37,False,296.88,401.0,146.0,80.24043037438587,6438.526666666667,-0.6600196887425335,53.92,87.0,27.0,14.605706647289157,213.32666666666668,0.2548829498818044,323246.5,1476676.0,78705.0,376506.28941371874,141756985968.08694,2.4638122578988555,True
True,True,1601,1309,0.817103620474407,360,False,False,True,False,19,False,249.28,418.0,101.0,95.0089995737246,9026.710000000001,0.1680180282477944,6.44,23.0,0.0,6.801225379787576,46.25666666666666,1.0423851280411127,553743.1666666666,2775822.0,51941.0,657767.9252724895,432658643517.2754,2.0623506945128556,True
True,True,850,972,1.1421856639247943,169,False,False,True,False,8,False,,,,,,,,,,,,,,,,,,,True
True,True,1682,32584,19.360665478312537,650,False,False,False,False,19,False,3111.64,6229.0,609.0,1571.719437431503,2470301.99,0.5053759137671235,27.64,89.0,2.0,27.50739294565493,756.6566666666666,1.1651159747317408,127487.41666666667,428899.0,13895.0,113282.82885650359,12832999313.731882,1.340157089207087,True
True,False,556,209303,375.7684021543986,926,False,True,False,False,4,False,,,,,,,,,,,,,,,,,,,True
True,True,114,1277379,11107.64347826087,5187,False,False,True,False,0,False,5913.52,16966.0,1846.0,3638.088407391992,13235687.26,1.2835132162702914,48.96,262.0,5.0,53.47310850636358,2859.3733333333334,2.65218991370283,30632.75,67482.0,12451.0,15314.408507506341,234531107.9347826,0.6305218607880592,True
True,False,1102,302,0.27379873073436084,277,True,False,False,False,0,False,,,,,,,,,,,,,,,,,,,True
True,False,533,329,0.6161048689138576,37,False,False,True,False,0,False,,,,,,,,,,,,,,,,,,,True
True,False,489,171,0.3489795918367347,20,True,False,False,False,0,False,,,,,,,,,,,,,,,,,,,True
True,True,987,1113,1.1265182186234817,203,True,False,False,False,0,False,,,,,,,,,,,,,,,,,,,True
True,True,1517,3571,2.352437417654809,383,False,False,True,False,6,False,,,,,,,,,,,,,,,,,,,True
True,True,2559,182313,71.216015625,1899,True,False,False,False,0,False,,,,,,,,,,,,,,,,,,,True
True,True,268,243,0.9033457249070632,39,True,False,False,False,0,False,,,,,,,,,,,,,,,,,,,True
True,True,3,778,194.5,64,False,False,False,False,0,False,36.4,96.0,13.0,18.334848422244093,336.1666666666667,1.4800707634641959,1.24,8.0,0.0,1.9638397762207247,3.8566666666666665,1.9820904539508128,877598.875,6483458.0,4261.0,1503133.8717310438,2259411436345.1577,2.7994559991688384,True
True,True,1450,1985,1.3680220537560304,95,False,False,True,False,6,False,137.04,510.0,47.0,95.46311678688616,9113.206666666667,2.5987999011945107,5.4,21.0,0.0,5.986094998689324,35.833333333333336,1.3398809720573392,494828.2916666667,2109997.0,557.0,494526.3047861387,244556266125.43295,1.8636504403743221,True
True,True,374,350,0.9333333333333333,33,False,False,False,False,0,False,36.92,81.0,8.0,21.54630672141593,464.24333333333334,0.6445844413205895,2.76,14.0,0.0,3.84360941477322,14.773333333333333,1.6653199568065553,4717266.875,30839076.0,335149.0,6936322.2499439875,48112566355068.02,2.665383102607946,True
True,True,2152,3981,1.8490478402229447,474,False,False,True,False,24,False,419.6,585.0,239.0,76.49291906226789,5851.166666666667,-0.2663339955638587,71.08,94.0,27.0,15.882170296698538,252.24333333333334,-0.6372761082153637,93552.16666666667,143888.0,85034.0,15880.348508569426,252185468.7536232,2.4567580827771467,True
True,True,354,30605,86.21126760563381,167,False,False,False,False,9,False,3470.8,4984.0,1627.0,968.9828859857812,938927.8333333334,-0.0045224837817294285,22.0,61.0,3.0,14.020817855365404,196.58333333333334,1.080974950417084,546397.6666666666,1981108.0,76350.0,450984.50926463836,203387027596.6667,1.5094426913923593,True
True,True,1666,10572,6.341931613677264,1079,False,False,True,False,16,False,603.76,1626.0,50.0,302.80800848062125,91692.69,1.3722329251761551,33.16,131.0,5.0,24.388658566363723,594.8066666666666,2.6860240291739528,1108880.4166666667,8644637.0,102850.0,1772925.5628532749,3143265051418.6016,3.4252363233143805,True
True,True,36,10474,283.0810810810811,189,False,False,True,False,2,False,,,,,,,,,,,,,,,,,,,True
True,True,809,9133,11.27530864197531,179,False,False,True,False,3,False,376.48,718.0,188.0,133.70213162100296,17876.26,0.6990184994471155,6.0,17.0,0.0,4.949747468305833,24.5,0.7911213601140644,680588.9166666666,4521562.0,79384.0,940447.7575680047,884441984714.6885,3.023163005682534,True
True,True,2921,946,0.32375085557837097,123,True,False,False,False,0,False,,,,,,,,,,,,,,,,,,,True
True,True,2342,985,0.42040119504908235,252,False,False,False,False,2,False,92.6,160.0,22.0,26.318561257535844,692.6666666666666,-0.23163568217961464,3.92,18.0,0.0,4.261455150532504,18.16,2.0577209467918562,316715.75,1100313.0,86984.0,270962.77454200236,73420825187.5,1.6786744416076262,True
True,False,335,507,1.5089285714285714,271,False,False,False,False,3,False,73.64,116.0,38.0,18.542473765205475,343.8233333333333,-0.22152264021752946,1.96,5.0,0.0,1.7435595774162693,3.04,0.20664964905211228,1326090.9166666667,5707897.0,113533.0,1450721.0556197613,2104591581218.5144,2.070774316619477,True
True,False,82,102,1.2289156626506024,14,False,False,False,False,0,False,12.571428571428571,21.0,5.0,5.214097542893994,27.186813186813186,0.0875730400435676,1.7857142857142858,9.0,0.0,2.6941124249447643,7.258241758241759,1.5341008258301891,557141.0769230769,2561698.0,50539.0,692672.5854368308,479795310615.7436,2.0185458360373887,True
True,False,355,272,0.7640449438202247,113,True,False,False,False,0,False,,,,,,,,,,,,,,,,,,,True
True,True,3671,4325,1.1778322440087146,44,False,False,False,False,0,False,544.48,1032.0,255.0,243.4197540600735,59253.176666666666,0.7221269520654089,3.16,10.0,0.0,2.7030846576951055,7.306666666666667,0.8994239728698444,1633838.0833333333,6769430.0,74012.0,2172441.7124893866,4719502994163.819,1.327059430845278,True
True,True,400,501756,1251.2618453865337,2362,False,True,False,False,32,False,5872.76,25662.0,790.0,5148.898420050642,26511154.939999998,2.4066028889773827,122.2,626.0,5.0,175.25552773022596,30714.5,1.829626425141298,200823.08333333334,501696.0,22739.0,158284.7530287869,25054063041.384056,0.7624957501142887,True
True,True,678,1903,2.8026509572901324,26,False,False,True,False,3,False,254.08,401.0,137.0,65.22583843845933,4254.41,0.07291905111574958,3.28,11.0,0.0,3.409789827345179,11.626666666666667,0.8238802656472564,4453515.041666667,28154577.0,121929.0,6232140.040633271,38839569486064.48,2.602703834037084,True
True,True,34,2784,79.54285714285714,11,False,False,True,False,0,False,1304.3636363636363,8325.0,90.0,2731.574061698759,7461496.854545455,1.9412611587897546,12.272727272727273,76.0,1.0,21.462017188935942,460.6181818181818,2.6918861526814695,5023698.5,7859476.0,80092.0,2856313.3873973223,8158526167025.167,-0.39597415031884736,True
True,True,6835,19488,2.8507899356348743,1409,False,False,True,False,4,False,,,,,,,,,,,,,,,,,,,True
True,False,352,70422,199.4957507082153,108,False,True,False,False,5,False,6478.68,13228.0,2449.0,3249.531013854153,10559451.81,0.5442460162532154,244.88,761.0,60.0,150.67412960868012,22702.693333333333,1.567355303878466,3136367.3333333335,15002427.0,91199.0,3335322.7696421994,11124377977693.71,2.008311913353607,True
True,True,554,980,1.7657657657657657,2092,False,False,True,False,1,False,101.84,236.0,65.0,37.06827034900154,1374.0566666666666,2.051041642175781,3.2,6.0,1.0,1.4433756729740645,2.0833333333333335,0.3224406922210651,151150.375,428663.0,68459.0,106020.38322757953,11240321659.722826,1.6167101679603884,True
True,True,1890,1791,0.9471179270227393,524,False,False,False,False,0,False,188.12,306.0,104.0,47.961199595784365,2300.2766666666666,0.5893126947065478,2.28,7.0,0.0,2.3720595832876263,5.626666666666667,0.8635228925332719,371884.4166666667,1736327.0,85053.0,358630.365521978,128615739074.42754,2.567597827607064,True
True,False,737,451,0.6111111111111112,85,True,False,False,False,0,False,,,,,,,,,,,,,,,,,,,True
True,False,569,341,0.5982456140350877,181,True,False,False,False,0,False,,,,,,,,,,,,,,,,,,,True
True,True,510,1224,2.395303326810176,15,False,False,True,False,8,False,,,,,,,,,,,,,,,,,,,True
True,False,25,49,1.8846153846153846,0,False,False,False,False,0,False,,,,,,,,,,,,,,,,,,,True
True,True,1350,1645,1.217616580310881,209,False,False,True,False,4,False,110.6,238.0,29.0,58.5064099052403,3423.0,0.48844998214976537,3.8,15.0,0.0,3.840572873934304,14.75,1.0026319082082928,3265834.4583333335,9154227.0,168.0,2551479.039616331,6510045289601.476,0.6952945708022658,True
True,False,56,132354,2322.0,386,False,False,True,False,0,False,10317.96,21085.0,4169.0,3739.9361679044737,13987122.54,0.7979391555862627,30.04,141.0,6.0,26.322487217839683,692.8733333333334,3.146178168876704,79476.625,152553.0,17759.0,35434.03063724316,1255570527.201087,0.10358403870392058,True
True,False,141,177,1.2464788732394365,20,False,False,True,False,1,False,22.7,42.0,10.0,8.814461801046349,77.69473684210526,0.6375051044346395,0.85,4.0,0.0,1.1367080817685316,1.2921052631578946,1.4013082448003797,4448207.421052632,18673066.0,27314.0,5437983.128975937,29571660511026.926,1.8164584562845978,True
True,False,500,100,0.1996007984031936,330,True,False,False,False,0,False,,,,,,,,,,,,,,,,,,,True
True,True,2199,41773,18.987727272727273,2181,False,False,False,False,23,False,489.68,799.0,182.0,165.34678708701904,27339.56,0.020099774010416828,17.16,33.0,7.0,8.055432949258531,64.89,0.5813954951200784,72153.04166666667,319647.0,14764.0,62604.881194943344,3919371149.4329705,2.6762362573088905,True
True,True,508,1632,3.206286836935167,317,False,False,False,False,0,False,103.2,277.0,42.0,56.29757247578857,3169.416666666667,1.5721699579980786,1.32,12.0,0.0,2.68824602048746,7.226666666666667,3.0135514148749465,223344.875,1473257.0,16628.0,290272.4961441685,84258122017.76631,3.5118674293202625,True
True,True,42,7963,185.1860465116279,65,False,False,True,False,5,False,233.36,582.0,120.0,106.4897804173402,11340.073333333334,1.8918414925950702,4.92,34.0,0.0,6.96969631093541,48.57666666666666,3.1436522768755113,1008389.3333333334,3486693.0,5672.0,854411.3673786164,730018784705.797,1.061507242102726,True
True,True,543,544,1.0,38,False,False,False,False,7,False,58.56,139.0,14.0,40.120734456554175,1609.6733333333334,0.8174231197435791,2.04,18.0,0.0,4.117847334065053,16.956666666666667,2.8576927070184435,3496424.4166666665,16229623.0,51746.0,4090685.724855207,16733709699534.168,1.5880693504155639,True
True,False,273,312,1.1386861313868613,43,False,False,False,False,2,False,60.96,90.0,27.0,17.922239443402898,321.20666666666665,-0.050882051372650054,2.8,7.0,0.0,2.101586702153082,4.416666666666667,0.2419051581719982,2657824.5,18977294.0,143870.0,3914912.872267619,15326542797446.695,3.234159190490383,True
True,False,178,194,1.0837988826815643,29,True,False,False,False,0,False,,,,,,,,,,,,,,,,,,,True
True,True,673,440,0.6528189910979229,305,False,False,True,False,5,False,,,,,,,,,,,,,,,,,,,True
True,True,884,4710,5.322033898305085,1059,False,False,False,False,3,False,,,,,,,,,,,,,,,,,,,True
True,False,405,293,0.7216748768472906,17,False,False,False,False,0,False,45.64705882352941,69.0,28.0,12.917726079261145,166.86764705882354,0.376629885220411,1.8235294117647058,8.0,0.0,2.242635004789206,5.029411764705882,1.3919261997316452,5129948.3125,20032595.0,388245.0,5364755.668562446,28780603383372.895,1.66106321769412,True
True,True,467,480,1.0256410256410255,53,False,False,True,False,0,False,80.08,120.0,45.0,21.656253908128555,468.99333333333334,0.19964706722007902,1.84,6.0,0.0,1.841195263952197,3.39,0.9753505259887087,1686965.0416666667,6098965.0,76118.0,2017917.2151242322,4071989887094.737,1.1767803731232453,True
True,True,540,810,1.4972273567467653,134,False,False,True,False,0,False,79.56,264.0,33.0,44.9389215120553,2019.5066666666667,2.800835340006079,4.2,26.0,0.0,5.307227776030219,28.166666666666668,2.864474283113336,1768209.7916666667,4992425.0,134553.0,1294291.934325818,1675191611260.8677,0.6144143375653035,True
True,True,559,520,0.9285714285714286,51,True,False,False,False,0,False,,,,,,,,,,,,,,,,,,,True
True,True,331,40454,121.84939759036145,242,False,False,True,False,4,False,1617.32,2612.0,786.0,459.6887280178476,211313.72666666668,0.3748169565804505,49.56,101.0,23.0,21.550483366582135,464.42333333333335,0.8228273204771431,641482.0416666666,4040818.0,89925.0,807228.3761695069,651617651293.259,3.3585464168130623,True
True,True,1687,4019,2.380924170616114,2627,False,False,True,False,53,False,,,,,,,,,,,,,,,,,,,True
True,True,272,857,3.139194139194139,42,False,False,False,False,3,False,,,,,,,,,,,,,,,,,,,True
True,True,584,1682,2.875213675213675,987,False,False,True,False,26,False,114.16,205.0,55.0,40.21471538297062,1617.2233333333334,0.8603502974612084,1.6,4.0,0.0,1.4142135623730951,2.0,0.46909709371657077,535375.5833333334,1657943.0,66394.0,467763.8541649089,218803023263.21014,0.9127608982521711,True
True,True,506,1326999,2617.355029585799,376,False,True,True,False,14,False,64808.2,153484.0,14512.0,35533.98126090011,1262663824.25,0.36786413297074116,163.04,516.0,64.0,111.29970050873153,12387.623333333335,1.916293874461522,97266.875,196706.0,13448.0,63290.9726568747,4005747219.853261,0.23162791152734713,True
True,True,591,741,1.2516891891891893,402,False,False,False,False,11,False,50.72,89.0,17.0,17.551163304275114,308.04333333333335,-0.15555372277005522,1.48,7.0,0.0,2.256841450641434,5.093333333333333,1.358513689154471,449737.0833333333,1363463.0,53143.0,342639.14031883096,117401580478.42755,0.8947374307978313,True
True,False,333,325,0.9730538922155688,107,True,False,False,False,0,False,,,,,,,,,,,,,,,,,,,True
True,True,1709,563,0.32923976608187133,110,False,False,False,False,10,False,29.16,50.0,15.0,9.732591295915663,94.72333333333333,0.5532024595632749,1.4,5.0,0.0,1.707825127659933,2.9166666666666665,0.9937472151894536,1021471.3333333334,6827251.0,235.0,1582951.639230132,2505735892141.3623,2.5664198172651376,True
True,False,99,85,0.85,1,False,False,False,False,1,False,18.0,18.0,18.0,,,0.0,4.0,4.0,4.0,,,0.0,,,,,,,True
True,False,762,553,0.7247706422018348,115,False,False,False,False,0,False,,,,,,,,,,,,,,,,,,,True
True,False,392,207,0.5267175572519084,56,True,False,False,False,0,False,,,,,,,,,,,,,,,,,,,True
True,True,968,370,0.38183694530443757,34,False,False,False,False,0,False,49.84,91.0,13.0,21.586415481346904,465.97333333333336,0.21807741639118702,2.96,17.0,0.0,3.867384990748486,14.956666666666665,2.1438770600347943,2679700.5,10024530.0,84024.0,2460392.0855239276,6053529214508.782,1.2948095993414448,True
True,True,0,237678,237678.0,1596,False,False,True,False,26,False,,,,,,,,,,,,,,,,,,,True
True,True,741,32632,43.97843665768194,526,False,False,True,False,1,False,,,,,,,,,,,,,,,,,,,True
True,False,2312,6002647,2595.178123648941,530,False,True,False,False,1,False,,,,,,,,,,,,,,,,,,,True
True,True,94,172015,1810.6842105263158,490,False,True,True,False,11,False,3600.12,16573.0,653.0,3580.5482508502337,12820325.77666667,2.59587981309704,123.2,773.0,3.0,187.0893280405557,35002.416666666664,2.5187524210645513,51647.708333333336,132242.0,18897.0,31596.45925055688,998336237.1721014,0.6570903562956273,True
True,True,411,431,1.046116504854369,146,False,False,False,False,4,False,95.28,130.0,63.0,15.525570306218492,241.04333333333335,0.08066937792936395,1.96,10.0,0.0,2.5409971795865234,6.456666666666666,1.6008315310257624,2246289.125,13296806.0,162580.0,2892549.0910259685,8366840243995.157,2.4337976807006894,True
True,False,912,434,0.47535596933187296,17,False,False,False,False,1,False,61.588235294117645,103.0,43.0,16.36329285141522,267.75735294117646,0.9567872990609573,1.7647058823529411,5.0,0.0,1.3476559169863187,1.8161764705882353,0.7563049051840485,3180839.6875,22918653.0,843.0,5673596.263101288,32189694556676.9,2.8494167047392147,True
True,True,2779,4632,1.6661870503597123,1031,False,False,False,False,14,False,570.72,907.0,422.0,106.48846572907946,11339.793333333333,1.5847111268903413,28.72,204.0,4.0,44.29401765475785,1961.96,3.156081322602834,314313.875,768719.0,124913.0,147404.3680213253,21728047711.766304,1.3029982309765975,True
True,False,178,152,0.8491620111731844,22,False,False,False,False,0,False,40.25,63.0,21.0,11.873426669229284,140.97826086956522,0.09641413039574491,1.8333333333333333,5.0,0.0,1.5227739752537621,2.318840579710145,0.36196350385777865,2291649.652173913,16598647.0,234119.0,3466445.7947214805,12016246447742.236,3.264635704824447,True
True,True,1347,1350,1.0014836795252227,188,False,False,True,False,2,False,15.8,32.0,4.0,7.788880963698615,60.66666666666667,0.441057205340554,0.12,1.0,0.0,0.33166247903553997,0.11,2.338738328607322,139274.08333333334,607887.0,40.0,184309.2996891524,33969917951.905796,1.0607855304771816,True
True,True,2521,993,0.3937351308485329,527,True,False,False,False,0,False,,,,,,,,,,,,,,,,,,,True
True,False,225,128,0.5663716814159292,6,True,False,False,False,0,False,,,,,,,,,,,,,,,,,,,True
True,True,1349,2206,1.634074074074074,394,False,False,True,False,5,False,223.8,1059.0,81.0,190.30458043182603,36215.833333333336,3.5486756164518023,8.2,33.0,0.0,7.011894655987543,49.16666666666667,1.8375534498069075,488944.8333333333,1360759.0,64689.0,404782.9972645748,163849274874.49277,0.6252119938035935,True
True,False,808,750,0.927070457354759,78,False,False,False,False,0,False,59.28,121.0,23.0,24.23585498113625,587.3766666666667,0.6358365841073104,1.52,5.0,0.0,1.2948616399703354,1.6766666666666667,0.836597736179031,3913339.875,10710508.0,205426.0,3372185.4271400566,11371634555015.766,0.5778821873119243,True
True,True,574,2605,4.530434782608696,347,False,False,True,False,0,False,,,,,,,,,,,,,,,,,,,True
True,True,7501,9233,1.2307384697414023,220,False,False,True,False,7,False,,,,,,,,,,,,,,,,,,,True
True,True,482,565,1.1697722567287785,1016,False,False,False,False,1,False,,,,,,,,,,,,,,,,,,,True
True,True,253,505,1.9881889763779528,107,False,False,False,False,1,False,51.12,92.0,25.0,17.54118962138353,307.6933333333333,0.6764709062821633,1.28,6.0,0.0,1.8823743871327332,3.543333333333333,1.5366815768818585,2891351.625,9185285.0,42470.0,2888966.3969539097,8346126842728.854,0.7797842691948909,True
True,True,1677,1102,0.6567342073897497,153,False,False,False,False,7,False,,,,,,,,,,,,,,,,,,,True
True,True,655,2814994,4291.149390243902,3099,False,True,False,False,17,False,180334.44,242201.0,83026.0,38015.62604495683,1445187823.59,-0.6549340527743021,1242.48,4622.0,216.0,1121.2924878609208,1257296.8433333333,1.5737024665856336,25514.0,144293.0,112.0,36364.206824843575,1322355538.0,1.7368592254813044,True
True,False,663,248,0.37349397590361444,68,True,False,False,False,0,False,,,,,,,,,,,,,,,,,,,True
True,True,1398,991,0.7083631165117942,525,True,False,False,False,0,False,,,,,,,,,,,,,,,,,,,True
True,True,2,100344,33448.0,101,False,True,False,False,0,False,,,,,,,,,,,,,,,,,,,True
