username,media_count,average_likes,is_private,real_account
faustodonato,1236,,True,True
arke_types,174,,True,True
onlyone_silvia,66,,True,True
denidigioyoh,116,,True,True
edo_barso,36,,True,True
andrea._boninsegna,5,,True,True
jesusbg_19,58,,True,True
drawnandquarterly,1658,,False,True
iansomerhalder,960,,False,True
claclapyourhands,46,,True,True
gianlu__01,24,,True,True
susannaabertini,419,,False,True
angelavinci3,315,,True,True
luca_bia_,89,,False,True
giorgee,483,,False,True
giuliarcu,333,,True,True
biane_muniz,535,,True,True
gianluca_rondina,1192,,False,True
caterinascorsone,409,,False,True
vascorossi,986,,False,True
francescacalbii,19,,True,True
dearvittorio,1032,,False,True
martapalmero4,150,,True,True
angelica_cesaretti,272,,True,True
_gconti_,219,,True,True
teresavillans_,109,,True,True
nicho_line,96,,False,True
spazioculturalibri,17,,False,True
arthurdepins,103,,False,True
queer_tattooers,2144,,False,True
rnb__boy,11,,False,True
_chicco_98,15,,True,True
jeremyallenwhitefinally,59,,False,True
muretz,255,,False,True
its_penguige_bitch,560,,False,True
hamtarox4,172,,False,True
andreadigrazia,97,,True,True
marco_raffo,182,,True,True
federicacogoni_,260,,False,True
martaricc,287,,True,True
molificent_,229,,True,True
kappa,1643,,False,True
ag.wgs,14,,False,True
rosydidomenico_,370,,True,True
santirendon13,92,,False,True
_fabio_marra_,544,,True,True
martina_giuntini,245,,True,True
iamgiacche77,185,,False,True
angelacappadona,230,,True,True
sergiomartnezz,104,,True,True
medju.lorje,189,,False,True
marygaliberti_edm,9,,True,True
thesaiyankiwi,375,,False,True
matteo.vannini,17,,True,True
apuntoeffe,328,,True,True
hypebeast,33287,,False,True
mytshirt_parma,607,,False,True
giuli_guainai,31,,True,True
blancapadilla,1516,,False,True
aleartiles18,98,,True,True
tommasotolu,14,,True,True
francynika,115,,False,True
marziatuzi,217,,True,True
alicedetogni,4290,,False,True
fernandzmarcos,139,,True,True
cabeza_patata,254,,False,True
marghemela_,902,,True,True
nowatermarks,269,,False,True
mrancelotti,282,,False,True
paula_bl_,69,,True,True
pezzini_alessia,128,,True,True
giorgiapalmi,344,,False,True
diegogarcia_m,96,,True,True
elena_libertino,491,,True,True
giannixh_,186,,False,True
xkayleyjonesxo,1129,,False,True
cirettamadonna,104,,True,True
keison22,2029,,False,True
chrishemsworth,548,,False,True
edwin_besnard,23,,True,True
bozzomo,643,,False,True
lesercitodelselfie,99,,False,True
laradeconte,21,,False,True
danieledeplano,814,,False,True
ilariadstefano,157,,True,True
catalpastudio,68,,False,True
mcarz,80,,True,True
giadina1708,18,,True,True
syfa.491,206,,True,True
rossella.atzori,76,,True,True
veronicaluchetti,104,,True,True
frangsq,3299,,False,True
mz.giulia,604,,False,True
capoplaza,95,,False,True
istanmau,17,,False,True
official_fattanza,6770,,True,True
_gianpaolo_sanghez_,77,,False,True
toms_glasses_collection,40,,False,True
velvetmoustache,595,,False,True
viritub,703,,True,True
jordi_lafebre,54,,False,True
sabatinolisa,512,,True,True
aitorroblesalv,149,,False,True
danielsannwald,116,,False,True
gabri_atm,28,,True,True
stefaania_,59,,True,True
giu__col,752,,False,True
sebas_lovato,362,,True,True
_carmen_82,63,,True,True
brew.eat_belfast,192,,False,True
sabrinaingrasciotta,149,,True,True
guillaumebianco,415,,False,True
claudia_dei,218,,True,True
elettra_francesca,175,,True,True
dr.scarlett_,209,,True,True
delisia89,785,,True,True
gabriele_valerio,74,,False,True
youngmachtfod,756,,True,True
fdel10,73,,True,True
rccmrn,73,,True,True
stefano_lazzerii,42,,True,True
intrashttenimento2.0,5631,,True,True
francescalido,893,,True,True
giuseppe__renna,1263,,False,True
elif_____su,108,,True,True
rachele_cipollini,66,,True,True
marconacci72,706,,True,True
dysphorico,87,,True,True
we.makeup,777,,False,True
cice98,85,,True,True
rita.petruccioli,146,,False,True
paolochelii,27,,False,True
gabriele.santi,12,,False,True
benizzinicola,33,,True,True
federicaignone,90,,True,True
madamegateauxathens,462,,False,True
dili__95,45,,True,True
flaviadellaquila,106,,True,True
faizantastic_2710,1485,,False,True
giuseppe_raguso,815,,True,True
mauriziocattelan,1,,False,True
mavi_pecorella,31,,False,True
indiacorsii,25,,False,True
jackgreystone,737,,False,True
giocott98,138,,True,True
grograou,1652,,False,True
martina.cimino9,214,,True,True
francesco_riccoo,268,,True,True
chrysa_theod,144,,True,True
imarghez,72,,True,True
bookslovekids,99,,False,True
therealhunzigram,977,,False,True
gaialombardi23,79,,True,True
liltruckershady,572,,True,True
filippo_bimbi,76,,True,True
annagiuliarogoli,31,,True,True
goshcomics,936,,False,True
flowfuturamaa,35,,True,True
lorenzo.tinagli,36,,True,True
guillermo_fari98,96,,True,True
massi111o,111,,True,True
matteo_perrucci,15,,True,True
_nicolettamarazia_,167,,True,True
thealmondthief,953,,False,True
inamenendez19,168,,True,True
adrianahughes,547,,False,True
rachelemascherini,502,,False,True
aurorafrongillo,355,,True,True
caterina_matteotti,211,,False,True
lucaaporrunz,259,,False,True
gm_79_jm,244,,True,True
paolagavin,230,,False,True
constantindoina,145,,True,True
powersteeenz,37,,True,True
sandraspagnola.msspags,935,,True,True
lorenzo_n92,27,,False,True
lippydam,698,,True,True
peteremmerich,533,,False,True
stefano_blasi,62,,True,True
valedella,597,,True,True
theitalianbookshop,513,,False,True
aurora_goretta,77,,True,True
muoloanna,1273,,True,True
eimanhamza,2173,,False,True
caosmentale_official,1485,,True,True
ilariaregolini,151,,False,True
giulia_piccinininini,597,,True,True
monicacassano_,1639,,True,True
gagavegas,44,,False,True
strangerthingstv,458,,False,True
emafavilliii,142,,False,True
bedussiecucina,1197,,False,True
ralphlauren,5120,,False,True
fggndr,91,,True,True
martingf_7,33,,True,True
danielino_tuo,1950,,True,True
tommygino_98,18,,False,True
edotesi57,65,,False,True
paolaf1965,105,,True,True
mattia.flo,165,,True,True
federicoserioo,270,,False,True
giuse_311,27,,True,True
silviabiscosi,232,,True,True
alessiofurone,5,,True,True
giuliabrevi00,190,,False,True
modicajessica_,166,,False,True
chiara_mariasama,545,,False,True
siro8ing,34,,False,True
sarabbonanni,202,,True,True
chiarandclaraofficial,22,,True,True
fritz_da_edo,55,,False,True
ilary_ch,10,,True,True
eleonoratoni,21,,True,True
kevinfr3y,913,,False,True
giuliogiovani,121,,False,True
gloranja,538,,True,True
toniacavallo_,52,,True,True
quietpoem,1491,,False,True
delmacs,116,,True,True
kubambrogio,204,,True,True
claubu86,46,,True,True
matteolanciotti,92,,False,True
marcosmed97,46,,True,True
iria_novena,239,,True,True
chiarasalvadori,384,,True,True
_giorgiavalentini,207,,True,True
federicomic_,217,,True,True
mannoch,419,,False,True
piratetwanoo,56,,False,True
valeusai,187,,True,True
martinatenerani,163,,True,True
danielacotugno,192,,False,True
bibi_mencarelli,196,,True,True
nadirdepascalis,7,,True,True
