profile_pic,biography,follows_count,followed_by_count,ff_ratio,media_count,is_private,is_verified,is_business_account,is_joined_recently,highlight_reel_count,average_likes,max_likes,min_likes,std_likes,var_likes,skw_likes,average_comments,max_comments,min_comments,std_comments,var_comments,skw_comments,mean_time_between_posts,max_time_between_posts,min_time_between_posts,std_time_between_posts,var_time_between_posts,skw_time_between_posts,classification
True,False,1128,575,0.5093,322,False,False,False,False,3,43.76,98,11,18.262621,333.523333,0.994463,1.6,6,0,1.527525,2.333333,1.131088,1491866.166667,7517421,5,1832699.93954,3358789068391.623,1.797422,True
True,True,430,353,0.819026,3,False,False,True,False,3,31.666667,35,29,3.05505,9.333333,0.381802,5.333333,16,0,9.237604,85.333333,0.707107,5472764,6023604,4921924,779005.398698,606849411200,0,False
True,True,418,534,1.274463,139,False,False,False,False,3,100.84,166,50,26.982525,728.056667,0.1688,10.12,23,0,7.13162,50.86,0.321661,3611336.541667,10774210,164203,3163705.47084,10009032306225.998,1.065019,True
True,True,1425,3118,2.186536,206,False,False,True,False,0,729.36,1414,209,426.426125,181839.24,0.408453,13.92,42,1,11.146449,124.243333,0.682247,1338888.083333,4057835,233556,1025556.406869,1051765943670.3407,0.939111,True
True,True,953,288,0.301887,458,True,False,False,False,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,True
True,True,98,7273,73.464646,85,False,False,True,False,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,True
True,True,579,1063,1.832759,167,True,False,False,False,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,True
True,True,1105,1510557,1365.783906,20842,False,True,True,False,9,14806.48,35383,5051,8280.984443,68574703.343333,1.245014,198.36,747,17,183.067356,33513.656667,1.685685,20876.166667,67514,170,17101.446826,292459483.536232,0.982085,True
True,True,14,89059,5937.266667,77,False,False,True,False,0,9565.84,18028,5529,3173.181864,10069083.14,1.265236,39.04,132,15,26.008781,676.456667,2.202625,1087525.75,3943014,54556,1085173.852854,1177602290918.8914,1.176647,True
True,True,484,538,1.109278,217,False,False,False,False,38,46.6,130,11,28.913665,836,1.524645,3.04,13,0,3.397058,11.54,1.273283,447404.583333,2081263,15088,550156.910778,302672626476.42755,1.620288,True
True,True,212,13172,61.840376,22,False,False,False,False,1,743.869565,2096,126,608.695872,370510.664032,0.684933,46.391304,596,0,121.794812,14833.976285,4.245477,10343890.681818,107595314,81590,23052496.190557,531417580615663.44,3.658709,True
True,True,396,425,1.070529,230,False,False,False,False,1,76.32,159,44,23.916034,571.976667,1.666261,3.28,47,0,9.235439,85.293333,4.492219,2006796.625,13401498,686,3470202.776712,12042307311502.592,2.039254,True
True,True,281,2734,9.695035,162,False,False,False,False,11,397.8,1030,72,288.160256,83036.333333,0.73763,5.12,15,0,4.833218,23.36,0.636971,757543.416667,2572734,153846,622924.550731,388034995903.2971,1.455581,True
True,True,2629,254269,96.680228,8308,False,False,True,False,14,1244.72,5255,163,991.060271,982200.46,2.73968,10.4,31,0,8.371579,70.083333,0.897184,33774.666667,86706,6798,23806.79867,566763662.927536,0.676704,True
True,True,1591,12650515,7946.303392,7725,False,True,True,False,16,136368.08,403456,36536,86877.97438,7547782432.410001,1.772787,725.76,2165,102,532.321275,283365.94,0.911866,54029.375,129548,23389,24639.127172,607086587.809783,1.628887,True
True,False,731,616,0.84153,206,True,False,False,False,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,True
True,False,304,316,1.036066,868,False,False,False,False,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,True
True,True,386,325,0.839793,12,False,False,True,False,1,37.833333,64,15,14.726805,216.878788,0.247131,0.416667,2,0,0.792961,0.628788,1.425613,44037.909091,143716,564,48792.317613,2380690258.090909,0.89628,True
True,False,620,384,0.618357,302,True,False,False,False,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,True
True,True,265,137124,515.503759,9041,False,False,True,False,2,1384,4049,370,1064.417016,1132983.583333,1.185977,3.44,15,0,4.203966,17.673333,1.515047,11557.458333,48386,5634,12000.586315,144014071.911232,2.310048,True
True,True,779,2386,3.058974,683,False,False,False,False,13,152.68,274,53,61.531645,3786.143333,0.054746,13.88,57,0,13.00423,169.11,1.599171,768081.958333,3083599,63615,678195.692949,459949397934.0416,1.659877,True
True,True,4577,1697,0.370686,629,False,False,False,False,9,41.8,67,26,11.718931,137.333333,0.866868,1.2,5,0,1.47196,2.166667,1.168071,309375.541667,849006,33635,234290.773989,54892166776.51993,0.968294,True
True,False,335,544,1.619048,182,False,False,False,False,1,67.12,132,27,21.463768,460.693333,0.941512,1.32,5,0,1.70098,2.893333,1.248759,1501074.083333,13815346,63,3274101.54491,10719740926382.426,2.832822,True
True,True,185,86137,463.102151,464,False,False,False,False,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,True
True,True,1133,4169118,3676.470899,413,False,True,True,False,8,324877.44,725702,63575,199579.678004,39832047872.25667,0.308106,6911.24,18892,1726,5353.705253,28662159.94,1.024435,719902.958333,2658995,1070,688749.045379,474375247510.9112,1.197947,True
True,True,370,536,1.444744,28,False,False,False,False,2,76.88,160,21,45.987607,2114.86,0.502745,3.52,16,0,4.331282,18.76,1.537178,5918000.708333,18149984,353652,4913989.959061,24147297317755.348,1.044133,True
True,False,3504,1516,0.432525,306,False,False,True,False,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,False
True,True,1035,659,0.6361,187,False,False,False,False,1,104.12,187,53,30.494972,929.943333,0.840528,9.52,38,0,9.613879,92.426667,1.356449,2192021.625,8496096,131566,2339440.57606,5472982208914.854,1.365654,True
True,False,588,201,0.341256,147,True,False,False,False,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,True
True,True,282,20002,70.678445,156,False,False,False,False,0,2034.56,6153,974,1200.757646,1441818.923333,1.897463,56.12,173,9,39.282439,1543.11,1.302424,622372.833333,1657809,93142,409561.044126,167740248865.44928,1.238192,True
True,True,491,464,0.943089,29,True,False,False,False,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,True
True,True,892,986,1.104143,196,True,False,False,False,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,True
True,True,990,1958,1.975782,659,False,False,True,False,2,107.84,203,44,40.584973,1647.14,0.647495,3.88,10,1,2.521904,6.36,1.044616,544266.458333,2761149,23238,564882.436669,319092167256.86774,2.67488,True
True,False,1216,510,0.419063,19,False,False,False,False,0,41.263158,68,22,13.194452,174.093567,0.728366,1.526316,5,0,1.611363,2.596491,0.647121,2965349.666667,7450912,76257,2505852.400176,6279296251465.883,0.490212,True
True,True,855,20308,23.724299,569,False,False,False,False,8,963.04,1917,406,353.857843,125215.373333,1.054626,39.84,107,13,21.626912,467.723333,1.578527,222938.25,715857,62777,170846.94324,29188678014.369564,1.273222,True
True,True,1168,1547,1.323353,189,False,False,False,False,17,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,True
True,True,995,1893,1.900602,255,False,False,True,False,37,296.88,401,146,80.24043,6438.526667,-0.66002,53.92,87,27,14.605707,213.326667,0.254883,323246.5,1476676,78705,376506.289414,141756985968.08694,2.463812,True
True,True,1601,1309,0.817104,360,False,False,True,False,19,249.28,418,101,95.009,9026.71,0.168018,6.44,23,0,6.801225,46.256667,1.042385,553743.166667,2775822,51941,657767.925272,432658643517.2754,2.062351,True
True,True,850,972,1.142186,169,False,False,True,False,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,True
True,True,1682,32584,19.360665,650,False,False,False,False,19,3111.64,6229,609,1571.719437,2470301.99,0.505376,27.64,89,2,27.507393,756.656667,1.165116,127487.416667,428899,13895,113282.828857,12832999313.731882,1.340157,True
True,False,556,209303,375.768402,926,False,True,False,False,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,True
True,True,114,1277379,11107.643478,5187,False,False,True,False,0,5913.52,16966,1846,3638.088407,13235687.26,1.283513,48.96,262,5,53.473109,2859.373333,2.65219,30632.75,67482,12451,15314.408508,234531107.934783,0.630522,True
True,False,1102,302,0.273799,277,True,False,False,False,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,True
True,False,533,329,0.616105,37,False,False,True,False,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,True
True,False,489,171,0.34898,20,True,False,False,False,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,True
True,True,987,1113,1.126518,203,True,False,False,False,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,True
True,True,1517,3571,2.352437,383,False,False,True,False,6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,True
True,True,2559,182313,71.216016,1899,True,False,False,False,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,True
True,True,268,243,0.903346,39,True,False,False,False,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,True
True,True,3,778,194.5,64,False,False,False,False,0,36.4,96,13,18.334848,336.166667,1.480071,1.24,8,0,1.96384,3.856667,1.98209,877598.875,6483458,4261,1503133.871731,2259411436345.1577,2.799456,True
True,True,1450,1985,1.368022,95,False,False,True,False,6,137.04,510,47,95.463117,9113.206667,2.5988,5.4,21,0,5.986095,35.833333,1.339881,494828.291667,2109997,557,494526.304786,244556266125.43295,1.86365,True
True,True,374,350,0.933333,33,False,False,False,False,0,36.92,81,8,21.546307,464.243333,0.644584,2.76,14,0,3.843609,14.773333,1.66532,4717266.875,30839076,335149,6936322.249944,48112566355068.02,2.665383,True
True,True,2152,3981,1.849048,474,False,False,True,False,24,419.6,585,239,76.492919,5851.166667,-0.266334,71.08,94,27,15.88217,252.243333,-0.637276,93552.166667,143888,85034,15880.348509,252185468.753623,2.456758,True
True,True,354,30605,86.211268,167,False,False,False,False,9,3470.8,4984,1627,968.982886,938927.833333,-0.004522,22,61,3,14.020818,196.583333,1.080975,546397.666667,1981108,76350,450984.509265,203387027596.6667,1.509443,True
True,True,1666,10572,6.341932,1079,False,False,True,False,16,603.76,1626,50,302.808008,91692.69,1.372233,33.16,131,5,24.388659,594.806667,2.686024,1108880.416667,8644637,102850,1772925.562853,3143265051418.6016,3.425236,True
True,True,36,10474,283.081081,189,False,False,True,False,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,True
True,True,809,9133,11.275309,179,False,False,True,False,3,376.48,718,188,133.702132,17876.26,0.699018,6,17,0,4.949747,24.5,0.791121,680588.916667,4521562,79384,940447.757568,884441984714.6885,3.023163,True
True,True,2921,946,0.323751,123,True,False,False,False,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,False
True,True,2342,985,0.420401,252,False,False,False,False,2,92.6,160,22,26.318561,692.666667,-0.231636,3.92,18,0,4.261455,18.16,2.057721,316715.75,1100313,86984,270962.774542,73420825187.5,1.678674,True
True,False,335,507,1.508929,271,False,False,False,False,3,73.64,116,38,18.542474,343.823333,-0.221523,1.96,5,0,1.74356,3.04,0.20665,1326090.916667,5707897,113533,1450721.05562,2104591581218.5144,2.070774,True
True,False,82,102,1.228916,14,False,False,False,False,0,12.571429,21,5,5.214098,27.186813,0.087573,1.785714,9,0,2.694112,7.258242,1.534101,557141.076923,2561698,50539,692672.585437,479795310615.7436,2.018546,True
True,False,355,272,0.764045,113,True,False,False,False,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,True
True,True,3671,4325,1.177832,44,False,False,False,False,0,544.48,1032,255,243.419754,59253.176667,0.722127,3.16,10,0,2.703085,7.306667,0.899424,1633838.083333,6769430,74012,2172441.712489,4719502994163.819,1.327059,True
True,True,400,501756,1251.261845,2362,False,True,False,False,32,5872.76,25662,790,5148.89842,26511154.94,2.406603,122.2,626,5,175.255528,30714.5,1.829626,200823.083333,501696,22739,158284.753029,25054063041.384056,0.762496,True
True,True,678,1903,2.802651,26,False,False,True,False,3,254.08,401,137,65.225838,4254.41,0.072919,3.28,11,0,3.40979,11.626667,0.82388,4453515.041667,28154577,121929,6232140.040633,38839569486064.48,2.602704,True
True,True,34,2784,79.542857,11,False,False,True,False,0,1304.363636,8325,90,2731.574062,7461496.854545,1.941261,12.272727,76,1,21.462017,460.618182,2.691886,5023698.5,7859476,80092,2856313.387397,8158526167025.167,-0.395974,True
True,True,6835,19488,2.85079,1409,False,False,True,False,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,True
True,False,352,70422,199.495751,108,False,True,False,False,5,6478.68,13228,2449,3249.531014,10559451.81,0.544246,244.88,761,60,150.67413,22702.693333,1.567355,3136367.333333,15002427,91199,3335322.769642,11124377977693.71,2.008312,True
True,True,554,980,1.765766,2092,False,False,True,False,1,101.84,236,65,37.06827,1374.056667,2.051042,3.2,6,1,1.443376,2.083333,0.322441,151150.375,428663,68459,106020.383228,11240321659.722826,1.61671,True
True,True,1890,1791,0.947118,524,False,False,False,False,0,188.12,306,104,47.9612,2300.276667,0.589313,2.28,7,0,2.37206,5.626667,0.863523,371884.416667,1736327,85053,358630.365522,128615739074.42754,2.567598,True
True,False,737,451,0.611111,85,True,False,False,False,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,True
True,False,569,341,0.598246,181,True,False,False,False,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,True
True,True,510,1224,2.395303,15,False,False,True,False,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,True
True,False,25,49,1.884615,0,False,False,False,False,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,False
True,True,1350,1645,1.217617,209,False,False,True,False,4,110.6,238,29,58.50641,3423,0.48845,3.8,15,0,3.840573,14.75,1.002632,3265834.458333,9154227,168,2551479.039616,6510045289601.476,0.695295,True
True,False,56,132354,2322,386,False,False,True,False,0,10317.96,21085,4169,3739.936168,13987122.54,0.797939,30.04,141,6,26.322487,692.873333,3.146178,79476.625,152553,17759,35434.030637,1255570527.201087,0.103584,True
True,False,141,177,1.246479,20,False,False,True,False,1,22.7,42,10,8.814462,77.694737,0.637505,0.85,4,0,1.136708,1.292105,1.401308,4448207.421053,18673066,27314,5437983.128976,29571660511026.926,1.816458,True
True,False,500,100,0.199601,330,True,False,False,False,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,True
True,True,2199,41773,18.987727,2181,False,False,False,False,23,489.68,799,182,165.346787,27339.56,0.0201,17.16,33,7,8.055433,64.89,0.581395,72153.041667,319647,14764,62604.881195,3919371149.432971,2.676236,True
True,True,508,1632,3.206287,317,False,False,False,False,0,103.2,277,42,56.297572,3169.416667,1.57217,1.32,12,0,2.688246,7.226667,3.013551,223344.875,1473257,16628,290272.496144,84258122017.76631,3.511867,True
True,True,42,7963,185.186047,65,False,False,True,False,5,233.36,582,120,106.48978,11340.073333,1.891841,4.92,34,0,6.969696,48.576667,3.143652,1008389.333333,3486693,5672,854411.367379,730018784705.797,1.061507,True
True,True,543,544,1,38,False,False,False,False,7,58.56,139,14,40.120734,1609.673333,0.817423,2.04,18,0,4.117847,16.956667,2.857693,3496424.416667,16229623,51746,4090685.724855,16733709699534.168,1.588069,True
True,False,273,312,1.138686,43,False,False,False,False,2,60.96,90,27,17.922239,321.206667,-0.050882,2.8,7,0,2.101587,4.416667,0.241905,2657824.5,18977294,143870,3914912.872268,15326542797446.695,3.234159,True
True,False,178,194,1.083799,29,True,False,False,False,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,False
True,True,673,440,0.652819,305,False,False,True,False,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,True
True,True,884,4710,5.322034,1059,False,False,False,False,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,True
True,False,405,293,0.721675,17,False,False,False,False,0,45.647059,69,28,12.917726,166.867647,0.37663,1.823529,8,0,2.242635,5.029412,1.391926,5129948.3125,20032595,388245,5364755.668562,28780603383372.895,1.661063,True
True,True,467,480,1.025641,53,False,False,True,False,0,80.08,120,45,21.656254,468.993333,0.199647,1.84,6,0,1.841195,3.39,0.975351,1686965.041667,6098965,76118,2017917.215124,4071989887094.737,1.17678,True
True,True,540,810,1.497227,134,False,False,True,False,0,79.56,264,33,44.938922,2019.506667,2.800835,4.2,26,0,5.307228,28.166667,2.864474,1768209.791667,4992425,134553,1294291.934326,1675191611260.8677,0.614414,True
True,True,559,520,0.928571,51,True,False,False,False,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,True
True,True,331,40454,121.849398,242,False,False,True,False,4,1617.32,2612,786,459.688728,211313.726667,0.374817,49.56,101,23,21.550483,464.423333,0.822827,641482.041667,4040818,89925,807228.37617,651617651293.259,3.358546,True
True,True,1687,4019,2.380924,2627,False,False,True,False,53,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,True
True,True,272,857,3.139194,42,False,False,False,False,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,True
True,True,584,1682,2.875214,987,False,False,True,False,26,114.16,205,55,40.214715,1617.223333,0.86035,1.6,4,0,1.414214,2,0.469097,535375.583333,1657943,66394,467763.854165,218803023263.21014,0.912761,True
True,True,506,1326999,2617.35503,376,False,True,True,False,14,64808.2,153484,14512,35533.981261,1262663824.25,0.367864,163.04,516,64,111.299701,12387.623333,1.916294,97266.875,196706,13448,63290.972657,4005747219.853261,0.231628,True
True,True,591,741,1.251689,402,False,False,False,False,11,50.72,89,17,17.551163,308.043333,-0.155554,1.48,7,0,2.256841,5.093333,1.358514,449737.083333,1363463,53143,342639.140319,117401580478.42755,0.894737,True
True,False,333,325,0.973054,107,True,False,False,False,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,True
True,True,1709,563,0.32924,110,False,False,False,False,10,29.16,50,15,9.732591,94.723333,0.553202,1.4,5,0,1.707825,2.916667,0.993747,1021471.333333,6827251,235,1582951.63923,2505735892141.3623,2.56642,True
True,False,99,85,0.85,1,False,False,False,False,1,18,18,18,NaN,NaN,0,4,4,4,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,False
True,False,762,553,0.724771,115,False,False,False,False,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,True
True,False,392,207,0.526718,56,True,False,False,False,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,True
True,True,968,370,0.381837,34,False,False,False,False,0,49.84,91,13,21.586415,465.973333,0.218077,2.96,17,0,3.867385,14.956667,2.143877,2679700.5,10024530,84024,2460392.085524,6053529214508.782,1.29481,True
True,True,0,237678,237678,1596,False,False,True,False,26,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,True
True,True,741,32632,43.978437,526,False,False,True,False,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,True
True,False,2312,6002647,2595.178124,530,False,True,False,False,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,True
True,True,94,172015,1810.684211,490,False,True,True,False,11,3600.12,16573,653,3580.548251,12820325.776667,2.59588,123.2,773,3,187.089328,35002.416667,2.518752,51647.708333,132242,18897,31596.459251,998336237.172101,0.65709,True
True,True,411,431,1.046117,146,False,False,False,False,4,95.28,130,63,15.52557,241.043333,0.080669,1.96,10,0,2.540997,6.456667,1.600832,2246289.125,13296806,162580,2892549.091026,8366840243995.157,2.433798,True
True,False,912,434,0.475356,17,False,False,False,False,1,61.588235,103,43,16.363293,267.757353,0.956787,1.764706,5,0,1.347656,1.816176,0.756305,3180839.6875,22918653,843,5673596.263101,32189694556676.9,2.849417,True
True,True,2779,4632,1.666187,1031,False,False,False,False,14,570.72,907,422,106.488466,11339.793333,1.584711,28.72,204,4,44.294018,1961.96,3.156081,314313.875,768719,124913,147404.368021,21728047711.766304,1.302998,True
True,False,178,152,0.849162,22,False,False,False,False,0,40.25,63,21,11.873427,140.978261,0.096414,1.833333,5,0,1.522774,2.318841,0.361964,2291649.652174,16598647,234119,3466445.794721,12016246447742.236,3.264636,True
True,True,1347,1350,1.001484,188,False,False,True,False,2,15.8,32,4,7.788881,60.666667,0.441057,0.12,1,0,0.331662,0.11,2.338738,139274.083333,607887,40,184309.299689,33969917951.905796,1.060786,True
True,True,2521,993,0.393735,527,True,False,False,False,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,False
True,False,225,128,0.566372,6,True,False,False,False,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,False
True,True,1349,2206,1.634074,394,False,False,True,False,5,223.8,1059,81,190.30458,36215.833333,3.548676,8.2,33,0,7.011895,49.166667,1.837553,488944.833333,1360759,64689,404782.997265,163849274874.49277,0.625212,True
True,False,808,750,0.92707,78,False,False,False,False,0,59.28,121,23,24.235855,587.376667,0.635837,1.52,5,0,1.294862,1.676667,0.836598,3913339.875,10710508,205426,3372185.42714,11371634555015.766,0.577882,True
True,True,574,2605,4.530435,347,False,False,True,False,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,True
True,True,7501,9233,1.230738,220,False,False,True,False,7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,True
True,True,482,565,1.169772,1016,False,False,False,False,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,True
True,True,253,505,1.988189,107,False,False,False,False,1,51.12,92,25,17.54119,307.693333,0.676471,1.28,6,0,1.882374,3.543333,1.536682,2891351.625,9185285,42470,2888966.396954,8346126842728.854,0.779784,True
True,True,1677,1102,0.656734,153,False,False,False,False,7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,True
True,True,655,2814994,4291.14939,3099,False,True,False,False,17,180334.44,242201,83026,38015.626045,1445187823.59,-0.654934,1242.48,4622,216,1121.292488,1257296.843333,1.573702,25514,144293,112,36364.206825,1322355538,1.736859,True
True,False,663,248,0.373494,68,True,False,False,False,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,True
True,True,1398,991,0.708363,525,True,False,False,False,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,True
True,True,2,100344,33448,101,False,True,False,False,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,True
True,False,403,203,0.502475,6,False,False,False,False,0,33.666667,46,19,11.465891,131.466667,-0.143664,1.833333,3,1,0.983192,0.966667,0.332971,4306019.2,11514254,977,4456402.186166,19859520444868.7,0.882571,False
True,True,1505,992469,659.00996,1031,False,True,True,False,8,20583.52,51825,6973,10695.062533,114384362.593333,1.228365,161.88,829,35,153.646054,23607.11,3.431009,252596.916667,1465427,34680,291173.195696,84781829891.90579,3.171186,True
True,True,94,179,1.884211,14,True,False,False,False,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,True
True,True,821,979,1.190998,642,True,False,False,False,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,True
True,True,122,109,0.886179,4,False,False,False,False,1,37.5,44,30,6.244998,39,-0.189641,2.25,5,0,2.629956,6.916667,0.071413,1531166.666667,2683862,684657,1034174.745805,1069517404860.3334,0.496234,False
True,False,539,296,0.548148,43,False,False,False,False,1,32.56,64,7,13.247893,175.506667,0.561121,3.04,16,0,4.257151,18.123333,1.59226,1644092.25,12115710,70473,2510693.298346,6303580838360.544,3.202268,True
True,False,915,23964080,26161.659389,1817,False,True,False,False,5,915361.44,3052730,212177,646788.640922,418335546026.25665,1.844143,15.88,38,3,9.997166,99.943333,0.783591,256234.333333,778010,100,227284.358515,51658179625.623184,0.786783,True
True,True,652,1348,2.064319,157,False,False,True,False,6,179.92,267,69,56.650184,3209.243333,-0.377135,2.76,9,0,2.203785,4.856667,0.930808,1491621,10888147,160,2766169.558498,7651694026358.956,2.357933,True
